failure_uid,model_family,method_name,input_scope,repetition,run_id,failure_object_type,related_finding_uid,related_case_id,detection_match,evidence_quality,summary,final_answer_path,tool_trace_path,candidate_reason
E00125,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-009,,,PLIC NOC/AXI-lite path drives PLIC register requests without the same acc_ctrl_c gating used by protected wrappers.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00126,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-012,,,UART peripheral access is integrated as an AXI/APB path rather than an acct_ctrl_i-mediated wrapper in the visible subsystem.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00127,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-032,,,"PLIC access path does not receive or enforce reglk_ctrl_i, unlike protected wrappers that take register-lock inputs.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00128,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-033,,,BootROM request path is gated by access-control but has no visible reglk_ctrl_i lock mediation on the ROM path.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00129,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-034,,,UART path lacks visible register-lock mediation while reglk_ctrl is used for other wrappers.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00130,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-072,,,"Reset controller can assert rst_9 for REGLK, while reglk_wrapper clears register-lock memory on rst_9.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00131,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,3,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_3,FN_case,,H21-076,,,Register-lock memory is itself writable through the reglk_wrapper map with partial/self-referential guards.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00132,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-013,,,AES 内部状态通过外部接口暴露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00133,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-036,,,HASH 后输入数据残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00134,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-039,,,AES plaintext 在 peripheral register 中残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00135,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-047,,,进入 debug mode 时 AES key 未清除,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00136,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-074,,,用户态可访问 HMAC protected registers,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00137,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-079,,,SHA protected registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00138,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-080,,,AES key registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00139,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-097,,,HMAC 部分寄存器 reset 后残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00140,gpt_5_5,baseline,h21_crypto_security_scope,1,baseline:gpt_5_5:h21_crypto_security_scope:rep_1,FN_case,,H21-098,,,debug mode 下 AES key 暴露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00141,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-013,,,AES 内部状态通过外部接口暴露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00142,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-036,,,HASH 后输入数据残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00143,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-039,,,AES plaintext 在 peripheral register 中残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00144,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-047,,,进入 debug mode 时 AES key 未清除,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00145,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-060,,,不完整 default handling 导致 AES key 泄露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00146,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-075,,,HMAC key registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00147,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-080,,,AES key registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00148,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-097,,,HMAC 部分寄存器 reset 后残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00149,gpt_5_5,baseline,h21_crypto_security_scope,2,baseline:gpt_5_5:h21_crypto_security_scope:rep_2,FN_case,,H21-098,,,debug mode 下 AES key 暴露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00150,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-013,,,AES 内部状态通过外部接口暴露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00151,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-036,,,HASH 后输入数据残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00152,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-039,,,AES plaintext 在 peripheral register 中残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00153,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-047,,,进入 debug mode 时 AES key 未清除,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00154,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-060,,,不完整 default handling 导致 AES key 泄露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00155,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-073,,,用户态可访问 AES2 protected registers,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00156,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-075,,,HMAC key registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00157,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-079,,,SHA protected registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00158,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-097,,,HMAC 部分寄存器 reset 后残留,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00159,gpt_5_5,baseline,h21_crypto_security_scope,3,baseline:gpt_5_5:h21_crypto_security_scope:rep_3,FN_case,,H21-098,,,debug mode 下 AES key 暴露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00160,gpt_5_5,baseline,h21_dma_pkt_scope,1,baseline:gpt_5_5:h21_dma_pkt_scope:rep_1,FN_case,,H21-059,,,不完整 default handling 导致 fuse data 泄露,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00161,gpt_5_5,baseline,h21_dma_pkt_scope,2,baseline:gpt_5_5:h21_dma_pkt_scope:rep_2,FN_case,,H21-078,,,PKT protected registers 缺少 lock mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00162,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,1,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_1,FN_case,,H21-054,,,"Load-side and store-side PMP checks are separate state-machine phases, but the controller can progress between phases based on partial allow state.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00163,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,1,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_1,FN_case,,H21-055,,,The DMA PMP loop and counter update can allow range decisions to depend on terminal or partial address checks rather than full-span mediation.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00164,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,1,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_1,FN_case,,H21-056,,,"The DMA core captures transfer parameters but uses live pmpcfg_i/pmpaddr_i in the PMP instance, so PMP state changes during a transfer require explicit abort handling.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00165,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,1,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_1,FN_case,,H21-064,,,The DMA wrapper stores the software-visible length word directly and passes it into DMA length_i without unit conversion at the wrapper boundary.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00166,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,2,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_2,FN_case,,H21-054,,,"Load-side and store-side PMP checks are separate state-machine phases, but the controller can progress between phases based on partial allow state.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00167,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,2,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_2,FN_case,,H21-055,,,The DMA PMP loop and counter update can allow range decisions to depend on terminal or partial address checks rather than full-span mediation.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00168,gpt_5_5,baseline,h21_dma_pmp_expansion_scope,2,baseline:gpt_5_5:h21_dma_pmp_expansion_scope:rep_2,FN_case,,H21-056,,,"The DMA core captures transfer parameters but uses live pmpcfg_i/pmpaddr_i in the PMP instance, so PMP state changes during a transfer require explicit abort handling.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pmp_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
